iter	Logloss
336	0.03552425385
337	0.03524355698
338	0.03511442566
339	0.03500302887
340	0.03486296082
341	0.03466516876
342	0.03449337769
343	0.03440527344
344	0.03416179276
345	0.03396794891
346	0.0338087616
347	0.0335215416
348	0.03332726288
349	0.03319998932
350	0.03306861115
351	0.03293325043
352	0.03280252075
353	0.03264060211
354	0.03251361084
355	0.03240254974
356	0.03223699951
357	0.03212159729
358	0.03192481995
359	0.03179974747
360	0.03158053207
361	0.03144614983
362	0.0312989502
363	0.03113256073
364	0.03098972321
365	0.03075018692
366	0.03059030151
367	0.0305314064
368	0.03040441895
369	0.03028826141
370	0.03022055817
371	0.03009150887
372	0.02997790527
373	0.02985666656
374	0.02973724747
375	0.02956216431
376	0.02943281937
377	0.02928898621
378	0.02920808029
379	0.02898136902
380	0.02887889671
381	0.02878412247
382	0.02871359634
383	0.02859342957
384	0.02856951904
385	0.02853989983
386	0.02849619865
387	0.02826971436
388	0.02814101791
389	0.02797766685
390	0.02790929794
391	0.02773411369
392	0.0276179142
393	0.02751208496
394	0.02732763481
395	0.02721572113
396	0.02711135292
397	0.02702529716
398	0.02688072014
399	0.02678574371
400	0.02665913391
401	0.02653454208
402	0.02645088959
403	0.02633959007
404	0.02628336143
405	0.02615157318
406	0.02603479767
407	0.0259367218
408	0.02582791519
409	0.02566534805
410	0.02556514931
411	0.02546497154
412	0.02538236618
413	0.02522274208
414	0.02508953094
415	0.0249375
416	0.024801651
417	0.02466931343
418	0.02453449249
419	0.02446282196
420	0.02434489822
421	0.02423548889
422	0.02413983154
423	0.024086092
424	0.02402373123
425	0.02391265869
426	0.02384586143
427	0.02374560738
428	0.02368031693
429	0.02361345291
430	0.02354674339
431	0.02341725922
432	0.02333353424
433	0.02320557594
434	0.02310218811
435	0.02300489235
436	0.02291797829
437	0.02278195381
438	0.02267914391
439	0.02259917068
440	0.0224746666
441	0.02247192001
442	0.02238373566
443	0.02229907608
444	0.02223088837
445	0.02214326859
446	0.02200867844
447	0.02190873528
448	0.02188684082
449	0.02179937363
450	0.02171350288
451	0.02163164902
452	0.02159879684
453	0.02154444504
454	0.02146409988
455	0.02140684891
456	0.02130472565
457	0.0212155571
458	0.02114416885
459	0.02107153702
460	0.02097399139
461	0.02090594101
462	0.02084337234
463	0.02084334755
464	0.02076250076
465	0.02067141151
466	0.02063536072
467	0.02058039474
468	0.02056991005
469	0.0204921875
470	0.02039925003
471	0.02032398033
472	0.02027311707
473	0.02025271606
474	0.02018287659
475	0.02012475586
476	0.02000886536
477	0.01995574951
478	0.01990665436
479	0.01982397842
480	0.01975187492
481	0.0197107811
482	0.01961948967
483	0.0195172081
484	0.01941769028
485	0.01938485718
486	0.01929592896
487	0.01918819046
488	0.01910784531
489	0.01905906487
490	0.01899608612
491	0.01895174789
492	0.01891039658
493	0.01882143974
494	0.01876237297
495	0.01870840836
496	0.01862815475
497	0.0186255188
498	0.01853246117
499	0.01849017143
500	0.01843215179
501	0.01830957985
502	0.0182526474
503	0.01818883896
504	0.01811269569
505	0.01807287598
506	0.01802047348
507	0.01793857002
508	0.01786857224
509	0.01780120468
510	0.01771673203
511	0.01764874268
512	0.01758631516
513	0.01752499771
514	0.01749810219
515	0.01744482422
516	0.01740517616
517	0.01734610748
518	0.01729995537
519	0.01727541351
520	0.01722366524
521	0.0171793251
522	0.01713924408
523	0.01708420563
524	0.01701937485
525	0.01697803497
526	0.01689545059
527	0.01681537247
528	0.01677366066
529	0.01672550964
530	0.0166307106
531	0.01659682465
532	0.01653795624
533	0.0164857254
534	0.0164276619
535	0.01637168121
536	0.01630471992
537	0.01623052597
538	0.016179245
539	0.01612865257
540	0.01608858109
541	0.01600905991
542	0.01595891762
4232235
544	0.01536740685
545	0.0153223505
546	0.0152825222
547	0.01524140739
548	0.01520283508
549	0.01516476917
550	0.01511240864
551	0.01505383968
552	0.01499857521
553	0.01495865345
554	0.01493602562
555	0.01487964344
556	0.01483204937
557	0.01479542542
558	0.01473569298
559	0.01470554543
560	0.01466550446
561	0.01462692833
562	0.01460170555
563	0.01457200146
564	0.0145407238
565	0.01449702454
566	0.0144687891
567	0.01442970085
568	0.01437826347
569	0.01435396671
570	0.0143167572
571	0.01428291702
572	0.01423898411
573	0.01419896507
574	0.01415680885
575	0.01411964607
576	0.01408747673
577	0.01404733181
578	0.01401112747
579	0.01399574852
580	0.01394822121
581	0.01388866806
582	0.01385903168
583	0.01382641983
584	0.01378633213
585	0.01374833393
586	0.01370345116
587	0.01366303635
588	0.01360959625
589	0.01356293678
590	0.01352855873
591	0.01350858688
592	0.01348881531
593	0.01342593765
594	0.01340855503
595	0.0133625145
596	0.01331960297
597	0.01331961632
598	0.01329262924
599	0.01327315521
600	0.01321729946
601	0.01319105911
602	0.01315593338
603	0.0131258955
604	0.01308601665
605	0.01304306793
606	0.01301673794
607	0.01297303391
608	0.01293074036
609	0.01293062305
610	0.01290157509
611	0.01287268353
612	0.0128461895
613	0.01280783272
614	0.01276493073
615	0.01272015381
616	0.01270066261
617	0.01268021584
618	0.01265363503
619	0.01263714981
313477135
621	0.01310625362
622	0.01305902004
623	0.01303354454
624	0.01300087738
625	0.01296821213
626	0.01292629051
627	0.01289435577
628	0.01286052513
629	0.01282597637
630	0.01278688526
631	0.0127333231
632	0.01270027542
633	0.0126408968
634	0.012607234
635	0.01256540489
636	0.01250717926
637	0.01247833252
638	0.01244825459
639	0.01240155029
640	0.01238087749
641	0.0123574276
642	0.01232260132
643	0.01229025078
644	0.01226338768
645	0.01223410225
646	0.01220322418
647	0.01216019249
648	0.01213351631
649	0.0121076622
650	0.0120801487
651	0.0120434494
652	0.01200704384
653	0.01197333336
654	0.01194674873
655	0.01191370869
656	0.01188181496
657	0.01184744835
658	0.01181402683
659	0.01178376865
660	0.01175520706
661	0.01172895432
662	0.01169122124
663	0.01166035843
664	0.01162674713
665	0.01158397293
666	0.01158396149
667	0.01154548836
668	0.01152357864
669	0.01149615479
670	0.01146108627
671	0.01143836212
672	0.01141391754
673	0.01138494778
674	0.01134685802
675	0.01131422043
676	0.01128404808
677	0.01125634384
678	0.01121941471
679	0.01117576408
680	0.01114971733
681	0.01111019707
682	0.01108511925
683	0.01106402969
684	0.0110398283
685	0.01101119614
686	0.01097410965
687	0.0109427166
688	0.01092700005
689	0.0109007206
690	0.01086715317
691	0.01084284592
692	0.01081808281
693	0.01079565239
694	0.01077494431
695	0.01073873711
696	0.01071904564
697	0.01068411636
698	0.01065887451
699	0.01063581085
700	0.01061664772
701	0.01058233261
702	0.01058232498
703	0.01055442905
704	0.01053256035
705	0.01050693798
706	0.01048598862
707	0.01046196175
708	0.01042859936
709	0.01040180874
710	0.01038120079
711	0.01035936928
712	0.01033228493
713	0.01029310417
714	0.01027688694
715	0.01025098228
716	0.01022550964
717	0.01020754528
718	0.01017132568
719	0.0101407814
720	0.01014074993
721	0.01012004852
722	0.01010002899
723	0.01008282661
724	0.01006057739
725	0.0100324192
726	0.01001247597
727	0.009986131668
728	0.009969364166
729	0.009948223114
730	0.009948217392
731	0.009926136017
732	0.00990193367
733	0.009880725861
734	0.009857528687
735	0.009838564873
736	0.009807452202
737	0.009782709122
738	0.009768964767
739	0.009747486115
740	0.00974747467
741	0.009727457047
742	0.00971199894
743	0.009692759514
744	0.009678012848
745	0.00966024971
746	0.009660230637
747	0.009636256218
748	0.009613706589
749	0.009613636017
750	0.009588172913
751	0.009588172913
752	0.009566488266
753	0.009538907051
754	0.009517586708
755	0.00948865509
756	0.009469266891
757	0.009433712959
758	0.009416610718
759	0.009391582489
760	0.009375470161
761	0.009355579376
762	0.009355495453
763	0.009334744453
764	0.009316978455
765	0.009293495178
766	0.009293480873
767	0.009276047707
768	0.009260255814
769	0.009260213852
770	0.009237526894
771	0.009220907211
772	0.009197526932
773	0.009177829742
774	0.009159469604
775	0.009140713692
776	0.00912060833
777	0.009098145485
45858383
786	0.01643354416
787	0.01638851547
788	0.0163612175
789	0.01633553886
790	0.01629902649
784	0.009450930595
785	0.009423465729
786	0.009405361176
787	0.009379272461
788	0.00935054493
789	0.009350541115
790	0.009333989143
791	0.009315140724
792	0.009295742035
793	0.00928698349
794	0.009265142441
795	0.009249099731
796	0.009249099731
797	0.009249099731
798	0.009232597351
799	0.009213150024
800	0.009183598518
801	0.009160381317
802	0.009140480042
803	0.009140480042
804	0.009122386932
805	0.009104387283
806	0.00907875824
807	0.00907875824
808	0.009052780151
809	0.009031242371
810	0.009031242371
811	0.00902312088
812	0.009023099899
813	0.009000202179
814	0.009000202179
815	0.008980903625
816	0.008980892181
817	0.008959228516
818	0.008959214211
819	0.008935201645
820	0.008935161591
821	0.008913246155
822	0.008890095711
823	0.008871809006
824	0.008871788025
825	0.008871768951
826	0.008871749878
827	0.008851373672
828	0.008831192017
829	0.008810108185
830	0.008790535927
831	0.008771664619
832	0.008771659851
833	0.008751161575
834	0.008728878021
835	0.008728872299
836	0.008728858948
837	0.008728446007
838	0.008708342552
839	0.008708328247
840	0.008708337784
841	0.008689916611
842	0.008689902306
843	0.008689873695
844	0.008662232399
845	0.008662232399
846	0.008662232399
847	0.008646347046
848	0.008624292374
849	0.008605937958
850	0.008605929375
851	0.008605929375
852	0.00858968544
853	0.008589645386
854	0.008569820404
855	0.008569820404
856	0.008569824219
857	0.008551403046
858	0.008535182953
859	0.008535155296
860	0.008517935753
861	0.008499012947
862	0.008482323647
863	0.008482322693
864	0.008463905334
865	0.008449399948
866	0.008432970047
867	0.008411898613
868	0.008411869049
869	0.008411884308
870	0.008392169952
871	0.008375841141
872	0.008355204582
873	0.008355204582
874	0.008331285477
875	0.008326095581
876	0.008307220459
877	0.008288438797
878	0.008274110794
879	0.008256047249
880	0.00823697567
881	0.008216464996
882	0.00819839859
883	0.008180419922
884	0.008180415154
885	0.008162231445
886	0.008162223816
887	0.008146461487
888	0.008131326675
889	0.008112896919
890	0.008112896919
891	0.008097563744
892	0.008076978683
893	0.008060386658
894	0.008060365677
908	0.01364959431
909	0.01362984657
910	0.01360798168
911	0.01358231926
912	0.01355475616
913	0.01353448677
914	0.01349581909
915	0.01346138763
916	0.0134353447
917	0.01343534088
918	0.01343532562
919	0.01341187286
920	0.01341187763
921	0.01337756157
922	0.01335857964
923	0.01334054947
924	0.01331585312
925	0.0132961483
926	0.01327165318
927	0.01325558662
928	0.01321880054
929	0.01319759846
930	0.01316742134
931	0.01313885593
932	0.01312405491
933	0.01309207153
934	0.01305897617
935	0.01303326893
936	0.01300952435
937	0.01296787071
938	0.01294205475
939	0.01292720318
940	0.01289339161
941	0.01287697601
942	0.01285531521
943	0.01282979584
944	0.01280968094
945	0.01278900623
946	0.01276474762
947	0.01273875618
948	0.01271585274
949	0.01269326973
950	0.01267381477
951	0.01265922356
952	0.0126392765
953	0.01261154938
954	0.01258412457
955	0.01256066704
956	0.01253863907
957	0.01252209091
958	0.01250292778
959	0.01250292969
960	0.01248961067
961	0.01246813774
962	0.01244010544
963	0.01242765141
964	0.01242736816
965	0.01239923477
966	0.01237604332
967	0.01235302544
968	0.01233572578
969	0.01231616211
970	0.01229451847
971	0.01227263355
972	0.0122595787
973	0.01223677444
974	0.01221275234
975	0.01219664574
976	0.01217398834
977	0.01216117096
978	0.01214557743
979	0.01211299133
980	0.01209269047
981	0.01208193207
982	0.0120662899
983	0.01204772663
984	0.01202908325
985	0.0120067997
986	0.01199574661
987	0.01197705746
988	0.01195619202
989	0.01195619202
990	0.01193040276
991	0.01190309238
992	0.01188095474
993	0.01185317135
994	0.01183144283
995	0.01180247784
996	0.01177870941
997	0.0117586937
998	0.01174228859
999	0.01173995972
